classroom	structure	Shortly thereafter, shots were heard with survivors reporting the gunmen were shooting people indiscriminately, going from <x>classroom</x> to <x>classroom</x>, killing teachers and students as they found them.	Police said the man destroyed mobile phone towers by 'crashing through the perimeter fence and colliding with <y>structures</y> causing significant damage'.	independent	0.8
bride	couple	Carole Middleton, the <x>bride</x>'s mother, is reported to be wearing a sky blue dress designed by Catherine Walker.	It will be Burstein's feature film debut. 'Going the Distance', written by New Line staffer Geoff LaTulippe, will focus on a <y>couple</y> dealing with challenges arising from a cross-country romance.	other-related	1.0
trip	walk	The Chinooks can dump more water in fewer <x>trips</x> than the smaller helicopters.	Halligan <y>walked</y> into the school and began to fire shots from his rifle into a hallway ceiling then shot himself according to the Springfield Township Police Chief, Randall Hummel.	independent	0.6
play	sport	The Gators will <x>play</x> against the Michigan Wolverines at the Capital One Bowl in Orlando, Florida on New Year's Day.	oversees the <y>sport</y> of amateur, Olympic-style boxing in America, as a member organization of the (AIBA).	other-related	0.6
boy	woman	He said, 'During a recent interview with one of the families facing eviction, a little <x>boy</x> started crying and stated that the police came by and tried to take my bedroom away from me.'	In the <y>Women</y>'s Group, Mulu Seboka from Ethiopia won the champion with 2H30m03s.	alternation	0.8
baseball	hit	<x>Baseball</x> on Wikinews The Chicago White Sox scored a narrow 5–4 victory Monday against the Detroit Tigers after White Sox player A.J. Pierzynski scored a go-ahead run in extra innings.	Finally, after a seven week run at the top of the album chart, the compilation, which contains a selection of Michael Jackson's <y>hits</y>, finally fell five places to number 6.	independent	1.0
fence	wall	Unable to takeoff, it overshot the runway, crashing through airport equipment and a <x>fence</x>, before landing in a watery ravine and bursting into flames.	The plan also limits cash bonuses and incentive compensations for <y>Wall</y> Street executives.	independent	1.0
girl	lady	Except from seminars and exhibitions, Microsoft also held 'IT Master Challenge' and 'Tech·Ed Taiwan 2007 Show <x>Girls</x>' competitions, and Tenlong Computer Book Co., Ltd. was invited to set up temporarily bookstore at 3F South Lounge of Taipei International Convention Center (TICC).	In 210 days, she traveled by herself for over 23,000 nautical miles on a 34-foot (10.4m) yacht, called 'Ella's Pink <y>Lady</y>'.	equivalence	0.4
ground	space	He has also attempted to request that the charges be dropped on the <x>grounds</x> that former US mediator Richard Holbrooke offered him immunity in 1996 if he retired from public life.	With trails running 2.6 miles along the Guadalupe River, the park offers an open <y>space</y> for city residents, preserves habitat for local wildlife, and works in conjunction with local flood control projects.	independent	1.0
building	palace	Hopper was unable to <x>build</x> on this success for several years, until a featured role in 'Apocalypse Now' (1979) brought him attention.	Also, we are planning to play some solo concerts in the <y>Palace</y> 'Ukraine' in Kiev.	independent	1.0
sand	shore	Fields and <x>sand</x>-dunes make up the landscape of the coastal site.	Vestas attribute the shutdown of the plant to insufficient demand in the United Kingdom due to difficulties in obtaining planning permission for on-<y>shore</y> wind farms, and closed the plant in part of a 1,900-job closure affecting facilities both in Britain and in the company's home country of Denmark.	other-related	0.8
photo	picture	Flickr allows users to upload pictures from their computers, digital cameras, or camera phones to a personal website where they can display them, engage in <x>photo</x> blogging and create <x>photo</x> albums.	<y>Pictures</y> of the January 10 Saskatchewan storm are online which were taken by CP Press photographer Geoff Howe.	equivalence	0.6
body	person	The idea behind the experiment is that scientists say that the results now make it possible to bring back prehistoric animals or extinct animals such as the woolly mammoth, but because any fully intact <x>body</x> found would have been frozen for over 10,000 years and would likely be too damaged organisms and bacterias.	Some witnesses claimed that they saw a <y>person</y> along with a woman and two kids escaping on a motorbike after the incident.	equivalence	0.4
stick	tree	George Osborne, the Chancellor of the Exchequer, said that the move to lower the credit rating was a 'stark reminder' of the debt problems that the country is facing and that the government is planning to <x>stick</x> to it's original deficit reduction plan.	She said that when two of the others went to look for their colleague where he was thought to be, they “had to retreat due to further volcanic activity and the track being impassable with fallen <y>trees</y> and ash.	independent	1.0
baby	child	Lord Uist said staff at Woodside Medical Group might have been able to prevent the death but failed to realise the <x>baby</x> was being hurt deliberately.	The hospital had blocked the media from the <y>child</y>, despite mother's invitation to see the baby.	forward_entailment	1.0
field	yard	During the photographer's workshop, the possibilities for photo documentary and photo-based interviews vs. simple photo reporting were illustrated as an alternative to bringing 'just a bunch of pictures from another street protest.' As a central player in the <x>field</x> of alternative media in Belgium, Indymedia also wants to stir the debate about participatory journalism.	Scotland <y>Yard</y> have announced that a number of arrests have been made, and that three of the suspected July 21 bombers are now in custody.	independent	1.0
swimming	water	About 900 triathletes entered the event, which includes a 1.5 km <x>swim</x> at Ala Moana Beach Park just west of Waikiki, a 40 km out-and-back bicycle leg along Nimitz Highway to Aloha Stadium, and a 10 km run around Ala Moana Beach Park and Kewalo Basin.	Instead, the word '<y>water</y>-resistant' must be used, and the label must specify how long the product lasts in <y>water</y>.	other-related	0.8
bull	dog	Heikki Kovalainen driving for Renault successfully ended with his 5th place right ahead of Jarno Trulli's Toyota and Mark Webber's Red <x>Bull</x>-Renault.	After retiring from LANL Rogers continued to work on the Shroud project, and with his wife Joan he also found time to enjoy hiking in the great outdoors as well as to train <y>dogs</y> for search and rescue operations.	alternation	0.4
cross	walk	The 16,000 kilometre journey from the coast of Peru to the seaside city of Brisbane, Australia, the widest section of the Pacific, has never been <x>crossed</x> absolutely unaided by a rower, and Tuijn says just nine people have rowed it even with assistance.	Some witnesses refute this statement saying that Tabatabainejad had been <y>walking</y> toward the door of the library when police grabbed him.	independent	0.8
field	water	Testimony will include the families of 9/11 victims who will describe the human toll of the al-Qaida operation, in which four passenger airliners were taken over and two were flown to New York City and crashed into the World Trade Center, a third airplane struck the Pentagon, and the last crashed in a <x>field</x> near Shanksville, Pennsylvania apparently, after passengers intervened.	Volcanic activity in Yellowstone heats up underground <y>water</y> which create geysers of superheated <y>water</y>, and is responsible for the creation and continuous eruption of Old Faithful.	alternation	0.4
earth	sun	Because they play such a major role in the biochemical processes in the subsurface, clearly they are driving lots of reactions that produce the chemical steady state on <x>Earth</x>,' said Dr John Parkes, one of the original co-authors of the paper which appeared in Nature magazine, 'possibly we might not have oil and gas formations without them.	He had previously stated that the lights may have been an illusion caused by two commercial planes and the setting <y>sun</y>.	alternation	0.6
fence	wall	Suddenly the <x>fence</x> went DOWN!!!	Mohammed admitted to decapitating Daniel Pearl, a reporter for the '<y>Wall</y> Street Journal' in the city of Karachi, Pakistan in 2002.	independent	0.8
fish	sea	The trawler was transporting <x>fishing</x> goods from Yemen to Oman when it was hijacked off Somalia's coast.	It is not known if man-made causes, such as over-fishing or climate change, have lowered the amount of food available to puffins, causing them to starve while at <y>sea</y>.	other-related	0.8
lady	woman	Turner was First <x>Lady</x> Michelle Obama's guest during her husband's speech to a joint session of Congress on health care reform back in September.	The Manhattan courtroom erupted into applause after Judge Ross said that the prosecution 'failed to prove each defendant guilty of each charge.' The defense lawyer Norman Siegel said that the <y>women</y> were pleased by the verdict and was quoted saying that, 'They are great Americans, and they walk the shoes of great Americans who have made America the place that it is,' If any of the defendants were convicted, they each could have faced up to 15 days in prison.	equivalence	0.6
clothing	vest	He retired from his job there and ultimately left the fashion industry in 2002, but not before starting his own <x>clothing</x> line and shop with Pierre Berge in 1962.	The terrorists attacked the five-star Serena hotel with AK-47 assault rifles, suicide <y>vests</y>, and grenades.	reverse_entailment	0.8
cross	walk	Questioned regarding if the delivery of the weapons translates as a surrendering of the military rebels, Mick Slater rejected that classification, pointing out that 'East Timor is not <x>crossing</x> a civil war'.	Prime Minister Helen Clark released the news shortly before 11 a.m. (NZST) as she <y>walked</y> into a caucus meeting.	independent	0.8
clothing	fashion	Eighteen viewers complained because she was not wearing reflective <x>clothing</x> and her bicycle had no lights.	He also had two children with Bernadine Coverly (Bella Freud, the <y>fashion</y> designer, and the writer Esther Freud), five children with Suzy Boyt, and four children with Katherine Margaret McAdam (Paul Freud, an artist, Lucy Freud, David Freud and Jane McAdam Freud, also an artist).	forward_entailment	0.4
boat	vehicle	According to the Red Cross, rescue <x>boats</x> were used to survey the damage and take people to the 305 evacuation centers.	At one point the cordon around the area was expanded, cutting off TV news stations from their broadcast <y>vehicles</y> which were caught inside the sealed-off area.	forward_entailment	0.8
ice	surface	Phoenix will remain on the surface of Mars for about 92 Earth days examining the water <x>ice</x> expected to lie a few inches beneath the rocky surface.	However a look below the <y>surface</y> would show these issues to be more complex than appearances would suggest.	independent	0.6
backyard	yard	While demolition was taking place, the section collapsed into Murray's <x>backyard</x>, prompting a call to police.	A lone protester from Develop Don't Destroy, the group against the development of Brooklyn's Atlantic <y>Yards</y>, held up a sign decrying Markowitz's support for the project.	independent	0.8
earth	sun	Astronomers say 581 e is 20.5 light years away from <x>Earth</x> and that it's roughly 1.9 times larger than <x>Earth</x>, making it the smallest exoplanet discovered to date.	Signifying the end of the winter and the start of spring, the Chinese New Year takes place on a different day at the beginning of the year, based on the moon's position relative to the <y>sun</y>.	alternation	0.4
father	kid	He did mention that the only purchase of medical supplies that can be attributed to him were medications for his <x>father</x>, who died of a heart ailment in January.	Paul also claimed that the system for bringing criminals to justice was 'biased' towards the accused, commenting on how Fiona had been handled 'with <y>kid</y> gloves'.	independent	0.6
baseball	hit	About 100 passers-by gathered to watch Robert, dressed in red trousers, a grey top, and a <x>baseball</x> cap, climb the building.	Police allege he drove a vehicle in the Southbank yard and <y>hit</y> another tram, on April 10, causing $2000 damage.	independent	0.6
audience	person	Folds told the <x>audience</x> that he had been nervous as this was his first solo performance in 'a while.'	According to the National Weather Service statistics lightning has claimed the lives of 90 <y>persons</y> in Indiana since 1959.	forward_entailment	0.6
costume	outfit	Teamsters representative Donna Lyne Dalton says that the teen had been 'agitating' the actor in <x>costume</x>.	On Friday night, at least six persons injured in the state, following five powerful blasts that was suspected to be triggered by the banned <y>outfit</y>.	forward_entailment	0.4
surf	water	Hundreds of supporters and friends gathered at Tugun <x>Surf</x>-Lifesaving Club on the Gold Coast to watch the verdict and show their support.	If the findings turn out to be true, this will be the fourth such moon in our solar system found to have some form of <y>water</y> on it.	independent	0.8
ground	space	Yang Haifei, a local resident, told Xinhua the attackers rushed in and began attacking people while he was buying a ticket. 'I saw a person come straight at me with a long knife and I ran away with everyone,' he said, while people who were slower were attacked and 'fell on the <x>ground</x>'.	The break was a broken sprinkler head in a crawl <y>space</y> above the shop, according to Jeffrey A. Salmon Facilities Manager of the Martin House Restoration Corporation.	independent	1.0
beach	shore	The Agustín Ross Mirador, a famous location in front of the <x>beach</x>, located less than 200 meters from the Fisherman Creek, was completely destroyed.	He said the Burmese men should be afforded the same rights as the West Papuans or Vietnamese asylum-seekers who recently made it to Australian <y>shores</y>.	equivalence	0.6
perform	play	But state Consumer Affairs Director David Szuchman, who oversees the board, asked them to abandon the ban in favor of reviewing and establishing safeguards for those who provide the service. 'Many commentators have noted that the procedure could be safely <x>performed</x>,' Szuchman wrote in a letter to state board President Ronald Jerome Brown, according to the 'Asbury Park Press'.	Tibetan prayer flags and posters of the Nobel peace prize winner decorated the route and monks <y>played</y> cymbals and horns.	independent	0.8
play	rest	The production value is currently increasing world-wide, with the help of semiconductor industry, the photovoltaic industry will <x>play</x> a suitable role at energy and environment industry in Taiwan.	For the past 20 years, the rhino has not been reported anywhere else in Sabah and researchers say that it is likely 'extinct' in the <y>rest</y> of Malaysia.	independent	1.0
clothing	fashion	The attacker had apparently hoped to enter the airbase, but detonated his explosives while at the checkpoint when officers suggested they wanted to search his <x>clothing</x>.	On February 2, his book lost its sales rank, in the same <y>fashion</y> as the other LGBT-themed works this month.	other-related	0.4
people	police	Another estimated 5.000 <x>people</x> took to the streets in Thessaloniki.	Scattered clashes in the southern provinces in the past four days have killed around 150 people, including Taliban, Afghan <y>police</y> and military personnel and civilians.	reverse_entailment	1.0
ocean	surf	At the time of launch, the International Space Station was flying over the Atlantic <x>Ocean</x>, South-East of Canada.	Authorities advised residents to stay away from flood-waters and from areas exposed to <y>surf</y>, where heavy <y>surf</y> can lead to coastal damage and erosion.	other-related	0.8
chicken	meat	The Customs & Excise Department has stepped up patrols to prevent the inflow of smuggled <x>chickens</x>.	After an average of five years, people who had eaten more than two portions of red and processed <y>meats</y> a day (160g) were 35% more likely to develop bowel cancer than those who only ate one portion a week.	forward_entailment	0.8
photo	picture	They have also measured and taken <x>photos</x> of the graffiti, which was applied to every wall of the structure.	This video was added on November 7, 2007, and is a series of images with Atatürk's face on monkeys, homosexuals, obese individuals and several <y>pictures</y> of Borat.	equivalence	0.8
boy	horse	Thursday will begin day five of jury deliberations in the trial which the pop star is accused of sexually molesting a thirteen-year-old <x>boy</x> back in 2003.	In September of 2005 it was reported that this dog flu strain had crossed over from <y>horses</y> to dogs.	alternation	0.6
play	practice	WN You began <x>playing</x> basketball in 1991.	A number of high profile rape cases, including that of Mukhtar Mai, have focused international attention on some of the <y>practices</y> that are commonplace in tribal parts of the country.	independent	1.0
background	light	Case <x>background</x>.	In <y>light</y> of the apparent success of your project what would you say to other academics to try and persuade them to try similar experiments?	independent	1.0
carnival	parade	The '<x>carnival</x>' consisted of activities on different themes relating to Taiwanese national sovereignty and cross-straits relations.	In a first for the annual celebrations, soldiers from other countries joined in the <y>parade</y>, including those from former Soviet allies in the war: the United States, the United Kingdom, France, and Poland.	other-related	0.4
dirt	grass	Sandstorms buried some sections of the wall, and these hills of <x>dirt</x> and sand may erode completely in 20 years.	The aircraft suffered substantial damage as it slid across the <y>grass</y> to the runway threshold, where it came to rest, and was written off.	other-related	0.4
beach	sun	Mr Schreiber said the heavily-circulated messages ensured troublemakers went to the southern Sydney <x>beach</x> looking for a fight.	A nurse at the hospital told 'The Baltimore <y>Sun</y>' that the shooter was dissatisfied with how his mother had been treated and even said that he was going to jump out of a window.	independent	1.0
pond	river	The <x>pond</x> is near to the location of his house where he was playing with one of his friends.	Local coal company Harum Energy lost five percent of its share value today amid fears the <y>river</y> blockage will hamper their ability to ship coal.	alternation	0.6
hands	person	In a statement he welcomed the bid, saying 'I look forward to receiving President Boris Tadic in Stockholm on Tuesday, December 22, when he officially <x>hands</x> over the application.' Along with Montenegro and Macedonia, visa-free entry to the 27-country bloc came into affect for Serbia's citizens on Saturday, and a free trade agreement, frozen in April, was also reinstated this month, after the United Nations chief prosecutor accepted that the country was making serious attempts to arrest the two remaining people indicted for war crimes by The Hague's International Criminal Tribunal for the former Yugoslavia (ICTY).	Swiss courts calculate their fines on the principle that they are proportionate to the <y>person</y>'s wealth.	independent	1.0
beach	lake	Wikinews is interviewing some of these citizens who are looking to become the 43rd person elected to serve their nation from 1600 Pennsylvania Avenue NW. First off is Long <x>Beach</x>, California's Frank McEnulty (b. 1956), a married father of two with an MBA (Venture Management) and BS (Accounting/Finance).	The Redds spent the night in Colorado before going to Provo the day the couple were supposed to be married at The Church of Jesus Christ of Latter-day Saints Temple in Salt <y>Lake</y> City, Utah.	independent	0.6
cap	suit	White House spokesman Ben LaBolt commented that 'The president has made clear that to combat climate change, his strong preference is for Congress to pass energy security legislation that includes a <x>cap</x> on greenhouse gas emissions.' No specific timeline has been given for when a decision would be made.	Witnesses described the man as wearing a dark <y>suit</y> and ski mask, and carrying an assault rifle.	independent	1.0
competition	race	Olatx Alvariño won the women's <x>competition</x> in 13:28:45, well ahead of Sandra Castellanas at 14:51:17, and Eva Belles at 15:41:27.	In the <y>race</y> for the U.S. Senate in Massachusetts, Elizabeth Warren, who helped set up the Consumer Financial Protection Bureau, defeated incumbent Republican Scott Brown.	equivalence	0.6
piece	sheet	18 of the <x>pieces</x> have now gone on display in the museum in London, England, and can be seen by members of the public.	Further claiming that none of the board members had any knowledge of the dire company situation, he noted that Satyam's balance <y>sheet</y> as of the September 30, 2008, carried inflated figures for cash and bank balances of INR 5,040 crore (as against INR 5,361 crore reflected in the books).	independent	1.0
stick	tree	DS: Is there one moment that <x>sticks</x> out in your mind?	Prodi's fate was sealed when the UEDUR Populars, a smaller component of Prodi's ruling Olive <y>Tree</y> coalition, broke ranks and voted against him.	independent	1.0
daughter	girl	Later reports stated that the three protesters, Ante Pavkovic, Katherine Pavkovic and their <x>daughter</x> Christan Sugar Pavkovic, were affiliated with the American Family Association, a conservative Christian organization which had previously attempted to block the prayer from occurring although other reports connected them with the smaller Operation Save America, a Christian organization based in Dallas.	Police had thought they had found a criminal plot when they were alerted after a <y>girl</y> received a drunken phone call from one boy talking about a school shooting.	forward_entailment	0.6
lady	woman	After Jay-Z and Alicia Keys performed their song 'Empire State of Mind', Cheryl Cole performed her track, 'Fight For This Love', although the performance featured excerpts from 'Show Me Love', a track that was originally recorded by Robin S. <x>Lady</x> Gaga won all three awards that she was nominated for, including 'International female solo artist', 'International breakthrough act' and 'International album', the latter being for 'The Fame'.	The students, seven men and three <y>women</y>, took control of the building of the school early yesterday morning in response to the long delay in re-construction of the 'liceo', following the earthquake of 2010.	equivalence	0.4
swim	water	On April 22, 2007, a 40-year-old woman from Milan <x>swam</x> naked in the fountain, getting her picture into international newspapers.	The area of Yucatán which the asteroid struck had also been rich in sulfur, which was blasted out of the earth and into the sky, where it would have mixed with <y>water</y> vapors, creating clouds that rained sulfuric acid, and which would block out the sun for approximately a decade.	other-related	0.8
bike	track	Almost 1000 athletes came to Knokke for the triathlon, professional and recreational, men and woman, and also hand-<x>bike</x> athletes.	The album is the sixth full-length studio album by the band, and sports some impressive figures, boasting the contributions of almost 130 different musicians and requiring a total of almost 250 separate recording <y>tracks</y>.	independent	1.0
object	plant	A woman was emptying her deceased parents' storage unit when she found a suitcase containing an <x>object</x> wrapped in newspapers.	In 2006 and 2007 the old <y>plant</y> is scheduled to receive two more working wheels - by one for each year respectively, and in 2008 and 2009 another four - by two for each year.	independent	0.8
food	pan	The users can manually enter additional data such as <x>food</x> quantities, weight, custom notes, and photos.	Hsieh, former Premier of the ROC, was the candidate for the <y>Pan</y>-Green Coalition.	independent	1.0
body	child	I found one or two whole <x>bodies</x> at the start, but since then everything is in pieces.	Leaflets distributed earlier in the week by Sudanese Muslim groups had condemned Gibbons as an 'infidel' and accused her of 'the pollution of <y>children</y>'s mentality'.	reverse_entailment	0.4
piece	strip	Roughly 1,500 gold and silver <x>pieces</x> were found and the hoard contains roughly 5kgs of gold and 2.5kgs of silver — far more than the previous record of 2.5kgs of gold which was found at Sutton Hoo, near Woodbridge.	A huge political storm has erupted around Australia after labor leader Kevin Rudd was found to have gone to a <y>strip</y> club during a taxpayer funded trip.	independent	1.0
game	play	The New England Patriots are only two <x>games</x> away from becoming the second team after the 1972 Miami Dolphins to have a perfect record and win the Super Bowl.	According to Christopher Howes, his son, one of his first jobs at Kenner was to remove potentially poisonous chemicals from the toy <y>Play</y>-Doh.	independent	1.0
fire	weapon	Security forces allegedly opened <x>fire</x> at 2:15 a.m., also using tear gas to subdue the crowd.	Traffic flows in the street, passers-by freely walk in front of the station entrance, no display of heavy <y>weapons</y>.	other-related	1.0
accident	fire	Later in the day, a witness alerted the police about two 'suspicious persons' near the scene of the <x>accident</x>.	According to IDG News Service, Myers said: 'This was not my intent to get somebody <y>fired</y>.'	independent	1.0
food	meat	The government has also announced a new programme called Mission-On that will promote nutrition and physical activity and will also try to improve the quality of <x>food</x> that children will be subject to in schools.	Heidi Kassenborg, the director of the dairy and food inspection division of the Minnesota Department of Agriculture said, 'We can't be certain that <y>meat</y> from other stores is not involved, since the brand ... was likely sold at other Sam's Club locations.'	reverse_entailment	1.0
play	sport	For the Australians, it was a rare opportunity to <x>play</x> teams from neighboring countries.	Other <y>sports</y> stories Gilbert Arenas, a star player in the American National Basketball Association's Washington Wizards, now faces up to six months in prison after pleading guilty to felony gun possession charges today in a Washington, D.C. court.	other-related	0.6
city	police	According to a government official, at least 26 people were killed in a stampede on Thursday at a historic mosque in the northwestern <x>city</x> of Timbuktu, Mali.	However, after the ambulance had been allowed to drive to the outskirts of Caracas, <y>police</y> surrounded the vehicle and arrested all four of them.	independent	0.8
bus	street	On that day reportedly thirteen people on a <x>bus</x> were killed and sixteen wounded when separatists struck the <x>bus</x> with a Grad missile launcher near a Ukrainian checkpoint.	Khan was among hundreds of anti-Musharraf protesters outside Prime Minister Brown's offices at Number 10 Downing <y>Street</y>.	independent	0.6
sit	stand	The Yankees (47-40) have won 8 of 9 games dating back to before the All-Star break and currently <x>sit</x> in 3rd place, half a game behind 2nd-place Baltimore.	Brown was <y>stood</y> down after the incident by TV3.	independent	1.0
conversation	talk	The prosecution disputed this assessment of their <x>conversation</x>.	Cortez as telling him that the teenage girl was crying and <y>talking</y> in Arabic and that Spc.	forward_entailment	0.6
cloth	jacket	On Saturday he will represent Queen Elizabeth II at a ceremony at the Te Papiouru Marae in Rotorua to commemorate the bravery of Lance Sergeant Haane Manahi, where he will present Lance Sergeant Manahi's grand niece Donna Maria Grant and his iwi, Te Arawa; a sword from the collection of George VI, a letter from the Queen, New Zealand's Head of State, and an altar <x>cloth</x>.	Officials accompanied the asylum seekers on toilet breaks and trips to the Weipa hospital, covering the heads of the new arrivals with blankets or <y>jackets</y>.	reverse_entailment	0.6
bottom	top	Please comment on if you find any issues with this article, and please clearly denote any updates you make at the <x>bottom</x>.	She was the <y>top</y> candidate in the 1940 London Chamber of Commerce Shorthand and Typewriting exams.	alternation	1.0
front	street	Nextel cup veteran driver Sterling Marlin's <x>front</x> right tire gave out on lap 56, sending the race into yet another caution for the night.	As sewage runs through the <y>streets</y>, many Gazans are trying to flee the area by storming the border with Egypt, a move which Egyptian police blocked on Sunday and are planning to do so again today as Egyptian leaders ordered their policemen to open fire on Gazans trying to flee into Egypt.	independent	1.0
airplane	air	A military <x>airplane</x> monitored the heat with an infrared camera.	This would have resulted in a fuel-<y>air</y> explosion.	independent	0.6
bed	couch	The new hospital will have 149 <x>beds</x>, up from 85 for the current hospital.	I saw how Tom Cruise (supposedly the BEST Scientology disseminator in the world) was losing it on Oprah Winfrey's <y>couch</y> and with Mat Lauer.	independent	0.6
cat	fish	47-year-old Susan Boyle from Blackburn, West Lothian, in Scotland, made her debut appearance on the show on Saturday night by saying that she had 'never been married, never been kissed' and was currently unemployed, living alone at home with her <x>cat</x>, Pebbles.	Wattiezas were most common during the Devonian period and existed on the planet before <y>fish</y> evolved sufficiently to leave the seas.	alternation	0.6
body	person	Dickson noted that in each case there was lack of action on a 'growing <x>body</x> of evidence that there was something fundamentally wrong with the patient' and surgeons failed to contemplate their own actions as potentially responsible.	A Federal Aviation Administration spokes<y>person</y> has said that one <y>person</y> was on board the 8 passenger plane.	independent	0.6
body	woman	The <x>body</x> of the former state man lay in state through yesterday.	Newest 2012 Paralympic storiesLondon, England — The Gliders, the Australia <y>women</y>'s national wheelchair basketball team, won a close contest 52–50 against Brazil Thursday night in front of a crowd of 3,288 at the Basketball Arena in Olympic Park, London.	independent	0.6
field	stadium	The attacking midfielder, who plays for English club side Chelsea, dazzled in the Zentralstadion; almost as bright as the sunlight which had split half the <x>field</x> into dark shadow by the end of the match.	45 minutes after the small Western European country won, many fans returned to Cape Town's Green Point <y>Stadium</y> to see the players do a victory dance.	other-related	0.8
gear	outfit	Pending completion of landing <x>gear</x> inspections by SAS, Norwegian, Swedish and Danish authorities will make a decision regarding whether the air carrier's Q400 fleet should remain grounded, or be permitted to resume operations.	No terrorist <y>outfit</y> has yet claimed responsibility for this attack, which is the fourth incident this week.	independent	1.0
photograph	photo	A woman in Spain has been fined €800 after posting a <x>photograph</x> to her Facebook account of a police vehicle parked in space reserved for disabled/handicapped drivers.	They have also measured and taken <y>photos</y> of the graffiti, which was applied to every wall of the structure.	equivalence	1.0
house	street	Recently, the states of Indiana and Arizona reached an agreement in which Indiana would <x>house</x> prisoners from Arizona in its prison system to decrease overcrowding in Arizona prisons.	Freudenheim was part-owner of the Hotel Lenox at 140 North <y>Street</y> in Buffalo and was also an advocate to stop the Elmwood Village Hotel from being built on the corners of Forest and Elmwood Avenues in 2006 and 2007, which Wikinews extensively covered.	independent	0.8
forest	woods	The aircraft had not long departed Wilson Airport when it went down into a Kibuku District <x>forest</x>.	One of the aircraft, a Cessna 402 carrying four people, crashed near Brandon <y>Woods</y> whilst the other, a smaller single engine aircraft with only the pilot on board crashed a mile away near to Coombe Abbey, Brinklow.	independent	0.6
eat	food	Don't let the remorse <x>eat</x> you alive.	However, the use of palm oil is controversial, as some environmental scientists and campaigners believe using it will have a negative effect as increased demand in turn causes higher <y>food</y> prices and greater levels of deforestation.	independent	0.6
traffic	vehicle	Paul Kelly, 31, who was the Jersey Airport air <x>traffic</x> controller on duty during the incident, said that the airport received simultaneous reports from the Aurigny and Blue Island pilot and that the Blue Island pilot had reported a UFO approximately 1,500ft underneath his plane.	Police cordoned off the area and about a dozen emergency <y>vehicles</y> responded to the incident.	other-related	0.6
carnival	parade	The Winter <x>Carnival</x> started in 1886, after the city's Chamber of Commerce took offense at a New York reporter's comparison of the city to Siberia.	The <y>parade</y> was to show the public the latest military equipment for its naval, ground and air forces.	independent	0.6
